 time            v(vin)          v(vout)        
 3.84628000e-03  7.41774667e-01  9.05843447e-01 
 3.84728000e-03  7.41810562e-01  9.04194843e-01 
 3.84828000e-03  7.41846781e-01  9.02528924e-01 
 3.84928000e-03  7.41883322e-01  9.00845739e-01 
 3.85028000e-03  7.41920183e-01  8.99144235e-01 
 3.85128000e-03  7.41957364e-01  8.97427648e-01 
 3.85228000e-03  7.41994861e-01  8.95693149e-01 
 3.85328000e-03  7.42032675e-01  8.93941448e-01 
 3.85428000e-03  7.42070804e-01  8.92172781e-01 
 3.85528000e-03  7.42109245e-01  8.90387215e-01 
 3.85628000e-03  7.42147998e-01  8.88584816e-01 
 3.85728000e-03  7.42187061e-01  8.86764606e-01 
 3.85828000e-03  7.42226432e-01  8.84929686e-01 
 3.85928000e-03  7.42266110e-01  8.83076363e-01 
 3.86028000e-03  7.42306094e-01  8.81207276e-01 
 3.86128000e-03  7.42346381e-01  8.79321907e-01 
 3.86228000e-03  7.42386970e-01  8.77420190e-01 
 3.86328000e-03  7.42427860e-01  8.75503188e-01 
 3.86428000e-03  7.42469049e-01  8.73568212e-01 
 3.86528000e-03  7.42510535e-01  8.71618828e-01 
 3.86628000e-03  7.42552317e-01  8.69652799e-01 
 3.86728000e-03  7.42594393e-01  8.67669882e-01 
 3.86828000e-03  7.42636761e-01  8.65672033e-01 
 3.86928000e-03  7.42679420e-01  8.63658688e-01 
 3.87028000e-03  7.42722368e-01  8.61629818e-01 
 3.87128000e-03  7.42765603e-01  8.59585543e-01 
 3.87228000e-03  7.42809124e-01  8.57526778e-01 
 3.87328000e-03  7.42852929e-01  8.55451380e-01 
 3.87428000e-03  7.42897016e-01  8.53361531e-01 
 3.87528000e-03  7.42941383e-01  8.51256902e-01 
 3.87628000e-03  7.42986029e-01  8.49137502e-01 
 3.87728000e-03  7.43030952e-01  8.47003467e-01 
 3.87828000e-03  7.43076150e-01  8.44855566e-01 
 3.87928000e-03  7.43121621e-01  8.42692138e-01 
 3.88028000e-03  7.43167364e-01  8.40514962e-01 
 3.88128000e-03  7.43213377e-01  8.38323821e-01 
 3.88228000e-03  7.43259657e-01  8.36118768e-01 
 3.88328000e-03  7.43306204e-01  8.33899954e-01 
 3.88428000e-03  7.43353015e-01  8.31667975e-01 
 3.88528000e-03  7.43400088e-01  8.29421737e-01 
 3.88628000e-03  7.43447422e-01  8.27162536e-01 
 3.88728000e-03  7.43495015e-01  8.24890284e-01 
 3.88828000e-03  7.43542864e-01  8.22605080e-01 
 3.88928000e-03  7.43590968e-01  8.20307092e-01 
 3.89028000e-03  7.43639326e-01  8.17996495e-01 
 3.89128000e-03  7.43687934e-01  8.15673463e-01 
 3.89228000e-03  7.43736792e-01  8.13338174e-01 
 3.89328000e-03  7.43785896e-01  8.10990808e-01 
 3.89428000e-03  7.43835247e-01  8.08631545e-01 
 3.89528000e-03  7.43884840e-01  8.06260571e-01 
 3.89628000e-03  7.43934675e-01  8.03878072e-01 
 3.89728000e-03  7.43984749e-01  8.01484239e-01 
 3.89828000e-03  7.44035061e-01  7.99079261e-01 
 3.89928000e-03  7.44085609e-01  7.96663333e-01 
 3.90028000e-03  7.44136390e-01  7.94236652e-01 
 3.90128000e-03  7.44187402e-01  7.91799414e-01 
 3.90228000e-03  7.44238644e-01  7.89351820e-01 
 3.90328000e-03  7.44290113e-01  7.86894072e-01 
 3.90428000e-03  7.44341808e-01  7.84426376e-01 
 3.90528000e-03  7.44393726e-01  7.81948936e-01 
 3.90628000e-03  7.44445865e-01  7.79461961e-01 
 3.90728000e-03  7.44498224e-01  7.76965661e-01 
 3.90828000e-03  7.44550800e-01  7.74460249e-01 
 3.90928000e-03  7.44603591e-01  7.71945937e-01 
 3.91028000e-03  7.44656595e-01  7.69422941e-01 
 3.91128000e-03  7.44709809e-01  7.66891478e-01 
 3.91228000e-03  7.44763233e-01  7.64351768e-01 
 3.91328000e-03  7.44816864e-01  7.61804029e-01 
 3.91428000e-03  7.44870699e-01  7.59248485e-01 
 3.91528000e-03  7.44924737e-01  7.56685358e-01 
 3.91628000e-03  7.44978975e-01  7.54114874e-01 
 3.91728000e-03  7.45033411e-01  7.51537258e-01 
 3.91828000e-03  7.45088043e-01  7.48952739e-01 
 3.91928000e-03  7.45142870e-01  7.46361545e-01 
 3.92028000e-03  7.45197887e-01  7.43763906e-01 
 3.92128000e-03  7.45253095e-01  7.41160055e-01 
 3.92228000e-03  7.45308490e-01  7.38550222e-01 
 3.92328000e-03  7.45364070e-01  7.35934643e-01 
 3.92428000e-03  7.45419833e-01  7.33313553e-01 
 3.92528000e-03  7.45475777e-01  7.30687186e-01 
 3.92628000e-03  7.45531900e-01  7.28055780e-01 
 3.92728000e-03  7.45588199e-01  7.25419573e-01 
 3.92828000e-03  7.45644672e-01  7.22778803e-01 
 3.92928000e-03  7.45701317e-01  7.20133711e-01 
 3.93028000e-03  7.45758132e-01  7.17484536e-01 
 3.93128000e-03  7.45815115e-01  7.14831521e-01 
 3.93228000e-03  7.45872262e-01  7.12174906e-01 
 3.93328000e-03  7.45929572e-01  7.09514936e-01 
 3.93428000e-03  7.45987044e-01  7.06851853e-01 
 3.93528000e-03  7.46044673e-01  7.04185902e-01 
 3.93628000e-03  7.46102459e-01  7.01517328e-01 
 3.93728000e-03  7.46160399e-01  6.98846375e-01 
 3.93828000e-03  7.46218490e-01  6.96173290e-01 
 3.93928000e-03  7.46276730e-01  6.93498319e-01 
 3.94028000e-03  7.46335118e-01  6.90821709e-01 
 3.94128000e-03  7.46393650e-01  6.88143708e-01 
 3.94228000e-03  7.46452324e-01  6.85464563e-01 
 3.94328000e-03  7.46511139e-01  6.82784522e-01 
 3.94428000e-03  7.46570091e-01  6.80103834e-01 
 3.94528000e-03  7.46629179e-01  6.77422748e-01 
 3.94628000e-03  7.46688400e-01  6.74741513e-01 
 3.94728000e-03  7.46747751e-01  6.72060378e-01 
 3.94828000e-03  7.46807231e-01  6.69379594e-01 
 3.94928000e-03  7.46866837e-01  6.66699409e-01 
 3.95028000e-03  7.46926567e-01  6.64020075e-01 
 3.95128000e-03  7.46986418e-01  6.61341841e-01 
 3.95228000e-03  7.47046388e-01  6.58664959e-01 
 3.95328000e-03  7.47106474e-01  6.55989678e-01 
 3.95428000e-03  7.47166675e-01  6.53316249e-01 
 3.95528000e-03  7.47226988e-01  6.50644924e-01 
 3.95628000e-03  7.47287410e-01  6.47975954e-01 
 3.95728000e-03  7.47347939e-01  6.45309588e-01 
 3.95828000e-03  7.47408573e-01  6.42646078e-01 
 3.95928000e-03  7.47469309e-01  6.39985676e-01 
 3.96028000e-03  7.47530145e-01  6.37328632e-01 
 3.96128000e-03  7.47591079e-01  6.34675198e-01 
 3.96228000e-03  7.47652108e-01  6.32025624e-01 
 3.96328000e-03  7.47713229e-01  6.29380160e-01 
 3.96428000e-03  7.47774441e-01  6.26739059e-01 
 3.96528000e-03  7.47835740e-01  6.24102571e-01 
 3.96628000e-03  7.47897125e-01  6.21470947e-01 
 3.96728000e-03  7.47958593e-01  6.18844436e-01 
 3.96828000e-03  7.48020142e-01  6.16223290e-01 
 3.96928000e-03  7.48081769e-01  6.13607758e-01 
 3.97028000e-03  7.48143471e-01  6.10998091e-01 
 3.97128000e-03  7.48205247e-01  6.08394539e-01 
 3.97228000e-03  7.48267093e-01  6.05797351e-01 
 3.97328000e-03  7.48329009e-01  6.03206776e-01 
 3.97428000e-03  7.48390990e-01  6.00623064e-01 
 3.97528000e-03  7.48453034e-01  5.98046463e-01 
 3.97628000e-03  7.48515140e-01  5.95477222e-01 
 3.97728000e-03  7.48577304e-01  5.92915589e-01 
 3.97828000e-03  7.48639524e-01  5.90361812e-01 
 3.97928000e-03  7.48701798e-01  5.87816137e-01 
 3.98028000e-03  7.48764124e-01  5.85278812e-01 
 3.98128000e-03  7.48826498e-01  5.82750084e-01 
 3.98228000e-03  7.48888918e-01  5.80230197e-01 
 3.98328000e-03  7.48951383e-01  5.77719397e-01 
 3.98428000e-03  7.49013888e-01  5.75217928e-01 
 3.98528000e-03  7.49076433e-01  5.72726035e-01 
 3.98628000e-03  7.49139014e-01  5.70243960e-01 
 3.98728000e-03  7.49201629e-01  5.67771946e-01 
 3.98828000e-03  7.49264276e-01  5.65310235e-01 
 3.98928000e-03  7.49326952e-01  5.62859065e-01 
 3.99028000e-03  7.49389654e-01  5.60418678e-01 
 3.99128000e-03  7.49452380e-01  5.57989311e-01 
 3.99228000e-03  7.49515128e-01  5.55571201e-01 
 3.99328000e-03  7.49577895e-01  5.53164584e-01 
 3.99428000e-03  7.49640679e-01  5.50769695e-01 
 3.99528000e-03  7.49703477e-01  5.48386766e-01 
 3.99628000e-03  7.49766287e-01  5.46016028e-01 
 3.99728000e-03  7.49829106e-01  5.43657712e-01 
 3.99828000e-03  7.49891931e-01  5.41312044e-01 
 3.99928000e-03  7.49954761e-01  5.38979250e-01 
 4.00028000e-03  7.50017593e-01  5.36659553e-01 
 4.00128000e-03  7.50080424e-01  5.34353175e-01 
 4.00228000e-03  7.50143252e-01  5.32060334e-01 
 4.00328000e-03  7.50206074e-01  5.29781246e-01 
 4.00428000e-03  7.50268888e-01  5.27516125e-01 
 4.00528000e-03  7.50331691e-01  5.25265180e-01 
 4.00628000e-03  7.50394482e-01  5.23028619e-01 
 4.00728000e-03  7.50457256e-01  5.20806645e-01 
 4.00828000e-03  7.50520013e-01  5.18599458e-01 
 4.00928000e-03  7.50582749e-01  5.16407254e-01 
 4.01028000e-03  7.50645462e-01  5.14230227e-01 
 4.01128000e-03  7.50708150e-01  5.12068563e-01 
 4.01228000e-03  7.50770810e-01  5.09922447e-01 
 4.01328000e-03  7.50833439e-01  5.07792059e-01 
 4.01428000e-03  7.50896035e-01  5.05677571e-01 
 4.01528000e-03  7.50958597e-01  5.03579153e-01 
 4.01628000e-03  7.51021120e-01  5.01496969e-01 
 4.01728000e-03  7.51083603e-01  4.99431178e-01 
 4.01828000e-03  7.51146043e-01  4.97381932e-01 
 4.01928000e-03  7.51208437e-01  4.95349377e-01 
 4.02028000e-03  7.51270785e-01  4.93333654e-01 
 4.02128000e-03  7.51333082e-01  4.91334897e-01 
 4.02228000e-03  7.51395326e-01  4.89353233e-01 
 4.02328000e-03  7.51457515e-01  4.87388783e-01 
 4.02428000e-03  7.51519647e-01  4.85441660e-01 
 4.02528000e-03  7.51581719e-01  4.83511971e-01 
 4.02628000e-03  7.51643728e-01  4.81599815e-01 
 4.02728000e-03  7.51705672e-01  4.79705283e-01 
 4.02828000e-03  7.51767549e-01  4.77828460e-01 
 4.02928000e-03  7.51829356e-01  4.75969420e-01 
 4.03028000e-03  7.51891092e-01  4.74128233e-01 
 4.03128000e-03  7.51952752e-01  4.72304959e-01 
 4.03228000e-03  7.52014335e-01  4.70499649e-01 
 4.03328000e-03  7.52075839e-01  4.68712348e-01 
 4.03428000e-03  7.52137261e-01  4.66943090e-01 
 4.03528000e-03  7.52198598e-01  4.65191904e-01 
 4.03628000e-03  7.52259849e-01  4.63458809e-01 
 4.03728000e-03  7.52321010e-01  4.61743816e-01 
 4.03828000e-03  7.52382080e-01  4.60046927e-01 
 4.03928000e-03  7.52443056e-01  4.58368137e-01 
 4.04028000e-03  7.52503935e-01  4.56707433e-01 
 4.04128000e-03  7.52564716e-01  4.55064792e-01 
 4.04228000e-03  7.52625395e-01  4.53440186e-01 
 4.04328000e-03  7.52685970e-01  4.51833577e-01 
 4.04428000e-03  7.52746440e-01  4.50244920e-01 
 4.04528000e-03  7.52806801e-01  4.48674162e-01 
 4.04628000e-03  7.52867051e-01  4.47121245e-01 
 4.04728000e-03  7.52927189e-01  4.45586099e-01 
 4.04828000e-03  7.52987210e-01  4.44068653e-01 
 4.04928000e-03  7.53047114e-01  4.42568825e-01 
 4.05028000e-03  7.53106897e-01  4.41086528e-01 
 4.05128000e-03  7.53166558e-01  4.39621668e-01 
 4.05228000e-03  7.53226093e-01  4.38174145e-01 
 4.05328000e-03  7.53285502e-01  4.36743855e-01 
 4.05428000e-03  7.53344780e-01  4.35330686e-01 
 4.05528000e-03  7.53403927e-01  4.33934522e-01 
 4.05628000e-03  7.53462939e-01  4.32555242e-01 
 4.05728000e-03  7.53521814e-01  4.31192720e-01 
 4.05828000e-03  7.53580551e-01  4.29846825e-01 
 4.05928000e-03  7.53639146e-01  4.28517422e-01 
 4.06028000e-03  7.53697597e-01  4.27204374e-01 
 4.06128000e-03  7.53755903e-01  4.25907537e-01 
 4.06228000e-03  7.53814060e-01  4.24626766e-01 
 4.06328000e-03  7.53872066e-01  4.23361913e-01 
 4.06428000e-03  7.53929920e-01  4.22112826e-01 
 4.06528000e-03  7.53987619e-01  4.20879350e-01 
 4.06628000e-03  7.54045160e-01  4.19661330e-01 
 4.06728000e-03  7.54102541e-01  4.18458606e-01 
 4.06828000e-03  7.54159761e-01  4.17271019e-01 
 4.06928000e-03  7.54216816e-01  4.16098406e-01 
 4.07028000e-03  7.54273705e-01  4.14940604e-01 
 4.07128000e-03  7.54330425e-01  4.13797449e-01 
 4.07228000e-03  7.54386974e-01  4.12668775e-01 
 4.07328000e-03  7.54443350e-01  4.11554417e-01 
 4.07428000e-03  7.54499550e-01  4.10454207e-01 
 4.07528000e-03  7.54555573e-01  4.09367980e-01 
 4.07628000e-03  7.54611416e-01  4.08295568e-01 
 4.07728000e-03  7.54667077e-01  4.07236803e-01 
 4.07828000e-03  7.54722554e-01  4.06191521e-01 
 4.07928000e-03  7.54777844e-01  4.05159553e-01 
 4.08028000e-03  7.54832946e-01  4.04140734e-01 
 4.08128000e-03  7.54887857e-01  4.03134900e-01 
 4.08228000e-03  7.54942575e-01  4.02141885e-01 
 4.08328000e-03  7.54997098e-01  4.01161527e-01 
 4.08428000e-03  7.55051423e-01  4.00193662e-01 
 4.08528000e-03  7.55105549e-01  3.99238130e-01 
 4.08628000e-03  7.55159474e-01  3.98294770e-01 
 4.08728000e-03  7.55213195e-01  3.97363424e-01 
 4.08828000e-03  7.55266710e-01  3.96443934e-01 
 4.08928000e-03  7.55320017e-01  3.95536144e-01 
 4.09028000e-03  7.55373114e-01  3.94639900e-01 
 4.09128000e-03  7.55425999e-01  3.93755049e-01 
 4.09228000e-03  7.55478670e-01  3.92881441e-01 
 4.09328000e-03  7.55531124e-01  3.92018926e-01 
 4.09428000e-03  7.55583360e-01  3.91167357e-01 
 4.09528000e-03  7.55635376e-01  3.90326587e-01 
 4.09628000e-03  7.55687169e-01  3.89496473e-01 
 4.09728000e-03  7.55738738e-01  3.88676873e-01 
 4.09828000e-03  7.55790080e-01  3.87867648e-01 
 4.09928000e-03  7.55841193e-01  3.87068659e-01 
 4.10028000e-03  7.55892076e-01  3.86279769e-01 
 4.10128000e-03  7.55942727e-01  3.85500846e-01 
 4.10228000e-03  7.55993142e-01  3.84731756e-01 
 4.10328000e-03  7.56043322e-01  3.83972370e-01 
 4.10428000e-03  7.56093262e-01  3.83222560e-01 
 4.10528000e-03  7.56142962e-01  3.82482199e-01 
 4.10628000e-03  7.56192420e-01  3.81751163e-01 
 4.10728000e-03  7.56241633e-01  3.81029331e-01 
 4.10828000e-03  7.56290599e-01  3.80316582e-01 
 4.10928000e-03  7.56339318e-01  3.79612799e-01 
 4.11028000e-03  7.56387786e-01  3.78917864e-01 
 4.11128000e-03  7.56436001e-01  3.78231665e-01 
 4.11228000e-03  7.56483963e-01  3.77554088e-01 
 4.11328000e-03  7.56531669e-01  3.76885024e-01 
 4.11428000e-03  7.56579117e-01  3.76224364e-01 
 4.11528000e-03  7.56626305e-01  3.75572002e-01 
 4.11628000e-03  7.56673232e-01  3.74927834e-01 
 4.11728000e-03  7.56719895e-01  3.74291757e-01 
 4.11828000e-03  7.56766293e-01  3.73663670e-01 
 4.11928000e-03  7.56812423e-01  3.73043475e-01 
 4.12028000e-03  7.56858285e-01  3.72431073e-01 
 4.12128000e-03  7.56903876e-01  3.71826371e-01 
 4.12228000e-03  7.56949195e-01  3.71229274e-01 
 4.12328000e-03  7.56994239e-01  3.70639692e-01 
 4.12428000e-03  7.57039007e-01  3.70057532e-01 
 4.12528000e-03  7.57083497e-01  3.69482709e-01 
 4.12628000e-03  7.57127707e-01  3.68915134e-01 
 4.12728000e-03  7.57171637e-01  3.68354722e-01 
 4.12828000e-03  7.57215282e-01  3.67801392e-01 
 4.12928000e-03  7.57258644e-01  3.67255059e-01 
 4.13028000e-03  7.57301718e-01  3.66715645e-01 
 4.13128000e-03  7.57344504e-01  3.66183071e-01 
 4.13228000e-03  7.57387001e-01  3.65657259e-01 
 4.13328000e-03  7.57429206e-01  3.65138135e-01 
 4.13428000e-03  7.57471117e-01  3.64625623e-01 
 4.13528000e-03  7.57512733e-01  3.64119651e-01 
 4.13628000e-03  7.57554053e-01  3.63620148e-01 
 4.13728000e-03  7.57595075e-01  3.63127044e-01 
 4.13828000e-03  7.57635797e-01  3.62640270e-01 
 4.13928000e-03  7.57676217e-01  3.62159759e-01 
 4.14028000e-03  7.57716335e-01  3.61685446e-01 
 4.14128000e-03  7.57756147e-01  3.61217266e-01 
 4.14228000e-03  7.57795654e-01  3.60755155e-01 
 4.14328000e-03  7.57834853e-01  3.60299052e-01 
 4.14428000e-03  7.57873742e-01  3.59848896e-01 
 4.14528000e-03  7.57912321e-01  3.59404627e-01 
 4.14628000e-03  7.57950587e-01  3.58966187e-01 
 4.14728000e-03  7.57988539e-01  3.58533519e-01 
 4.14828000e-03  7.58026176e-01  3.58106567e-01 
 4.14928000e-03  7.58063496e-01  3.57685276e-01 
 4.15028000e-03  7.58100498e-01  3.57269592e-01 
 4.15128000e-03  7.58137180e-01  3.56859462e-01 
 4.15228000e-03  7.58173541e-01  3.56454835e-01 
 4.15328000e-03  7.58209579e-01  3.56055660e-01 
 4.15428000e-03  7.58245293e-01  3.55661888e-01 
 4.15528000e-03  7.58280682e-01  3.55273470e-01 
 4.15628000e-03  7.58315743e-01  3.54890358e-01 
 4.15728000e-03  7.58350476e-01  3.54512505e-01 
 4.15828000e-03  7.58384880e-01  3.54139867e-01 
 4.15840500e-03  7.58389157e-01  3.54093657e-01 
 4.15865500e-03  7.58397696e-01  3.54001420e-01 
 4.15915500e-03  7.58414712e-01  3.53818047e-01 
 4.16015500e-03  7.58448494e-01  3.53455070e-01 
 4.16115500e-03  7.58481942e-01  3.53097175e-01 
 4.16215500e-03  7.58515055e-01  3.52744327e-01 
 4.16315500e-03  7.58547833e-01  3.52396484e-01 
 4.16415500e-03  7.58580273e-01  3.52052935e-01 
 4.16515500e-03  7.58612374e-01  3.51715627e-01 
 4.16615500e-03  7.58644135e-01  3.51382584e-01 
 4.16715500e-03  7.58675555e-01  3.51054357e-01 
 4.16815500e-03  7.58706632e-01  3.50730945e-01 
 4.16915500e-03  7.58737366e-01  3.50412307e-01 
 4.17015500e-03  7.58767754e-01  3.50098408e-01 
 4.17115500e-03  7.58797797e-01  3.49789212e-01 
 4.17215500e-03  7.58827492e-01  3.49484686e-01 
 4.17315500e-03  7.58856839e-01  3.49184795e-01 
 4.17415500e-03  7.58885836e-01  3.48889507e-01 
 4.17515500e-03  7.58914482e-01  3.48598790e-01 
 4.17615500e-03  7.58942777e-01  3.48312612e-01 
 4.17715500e-03  7.58970718e-01  3.48030490e-01 
 4.17815500e-03  7.58998305e-01  3.47753740e-01 
 4.17915500e-03  7.59025537e-01  3.47481017e-01 
 4.18015500e-03  7.59052413e-01  3.47212694e-01 
 4.18115500e-03  7.59078931e-01  3.46948767e-01 
 4.18215500e-03  7.59105091e-01  3.46688818e-01 
 4.18315500e-03  7.59130891e-01  3.46433596e-01 
 4.18415500e-03  7.59156331e-01  3.46183059e-01 
 4.18515500e-03  7.59181410e-01  3.45936444e-01 
 4.18615500e-03  7.59206126e-01  3.45694076e-01 
 4.18715500e-03  7.59230478e-01  3.45455620e-01 
 4.18815500e-03  7.59254466e-01  3.45221704e-01 
 4.18915500e-03  7.59278089e-01  3.44992291e-01 
 4.19015500e-03  7.59301346e-01  3.44766445e-01 
 4.19115500e-03  7.59324235e-01  3.44545024e-01 
 4.19215500e-03  7.59346756e-01  3.44328008e-01 
 4.19315500e-03  7.59368908e-01  3.44114555e-01 
 4.19415500e-03  7.59390691e-01  3.43905435e-01 
 4.19515500e-03  7.59412102e-01  3.43700383e-01 
 4.19615500e-03  7.59433142e-01  3.43499369e-01 
 4.19715500e-03  7.59453810e-01  3.43302595e-01 
 4.19815500e-03  7.59474104e-01  3.43109596e-01 
 4.19915500e-03  7.59494025e-01  3.42920570e-01 
 4.20015500e-03  7.59513570e-01  3.42735509e-01 
 4.20115500e-03  7.59532740e-01  3.42554205e-01 
 4.20215500e-03  7.59551534e-01  3.42377021e-01 
 4.20315500e-03  7.59569950e-01  3.42203755e-01 
 4.20415500e-03  7.59587989e-01  3.42034384e-01 
 4.20515500e-03  7.59605649e-01  3.41869049e-01 
 4.20615500e-03  7.59622930e-01  3.41707417e-01 
 4.20715500e-03  7.59639832e-01  3.41549630e-01 
 4.20815500e-03  7.59656352e-01  3.41395541e-01 
 4.20915500e-03  7.59672491e-01  3.41245412e-01 
 4.21015500e-03  7.59688249e-01  3.41099217e-01 
 4.21115500e-03  7.59703624e-01  3.40956571e-01 
 4.21215500e-03  7.59718616e-01  3.40817821e-01 
 4.21315500e-03  7.59733224e-01  3.40682947e-01 
 4.21415500e-03  7.59747448e-01  3.40551720e-01 
 4.21515500e-03  7.59761287e-01  3.40424139e-01 
 4.21615500e-03  7.59774741e-01  3.40300387e-01 
 4.21715500e-03  7.59787809e-01  3.40180441e-01 
 4.21815500e-03  7.59800491e-01  3.40064119e-01 
 4.21915500e-03  7.59812785e-01  3.39951419e-01 
 4.22015500e-03  7.59824693e-01  3.39842486e-01 
 4.22115500e-03  7.59836212e-01  3.39737235e-01 
 4.22215500e-03  7.59847343e-01  3.39635653e-01 
 4.22315500e-03  7.59858086e-01  3.39537732e-01 
 4.22415500e-03  7.59868439e-01  3.39443464e-01 
 4.22515500e-03  7.59878402e-01  3.39352887e-01 
 4.22615500e-03  7.59887976e-01  3.39265853e-01 
 4.22715500e-03  7.59897159e-01  3.39182532e-01 
 4.22815500e-03  7.59905951e-01  3.39102755e-01 
 4.22915500e-03  7.59914353e-01  3.39026629e-01 
 4.23015500e-03  7.59922363e-01  3.38954113e-01 
 4.23115500e-03  7.59929981e-01  3.38885197e-01 
 4.23215500e-03  7.59937207e-01  3.38819877e-01 
 4.23315500e-03  7.59944041e-01  3.38758147e-01 
 4.23415500e-03  7.59950483e-01  3.38700000e-01 
 4.23515500e-03  7.59956531e-01  3.38645450e-01 
 4.23615500e-03  7.59962187e-01  3.38594440e-01 
 4.23715500e-03  7.59967449e-01  3.38547017e-01 
 4.23815500e-03  7.59972318e-01  3.38503160e-01 
 4.23915500e-03  7.59976793e-01  3.38462865e-01 
 4.24015500e-03  7.59980874e-01  3.38426129e-01 
 4.24115500e-03  7.59984561e-01  3.38392948e-01 
 4.24215500e-03  7.59987854e-01  3.38363320e-01 
 4.24315500e-03  7.59990753e-01  3.38337242e-01 
 4.24415500e-03  7.59993257e-01  3.38314712e-01 
 4.24515500e-03  7.59995367e-01  3.38295728e-01 
 4.24615500e-03  7.59997082e-01  3.38280288e-01 
 4.24715500e-03  7.59998402e-01  3.38268392e-01 
 4.24815500e-03  7.59999328e-01  3.38260036e-01 
 4.24915500e-03  7.59999859e-01  3.38255222e-01 
 4.25015500e-03  7.59999995e-01  3.38253949e-01 
 4.25115500e-03  7.59999737e-01  3.38256216e-01 
 4.25215500e-03  7.59999083e-01  3.38262025e-01 
 4.25315500e-03  7.59998035e-01  3.38271375e-01 
 4.25415500e-03  7.59996592e-01  3.38284266e-01 
 4.25515500e-03  7.59994755e-01  3.38300702e-01 
 4.25615500e-03  7.59992523e-01  3.38320681e-01 
 4.25715500e-03  7.59989896e-01  3.38344207e-01 
 4.25815500e-03  7.59986876e-01  3.38371282e-01 
 4.25915500e-03  7.59983460e-01  3.38401907e-01 
 4.26015500e-03  7.59979651e-01  3.38436085e-01 
 4.26115500e-03  7.59975448e-01  3.38473820e-01 
 4.26215500e-03  7.59970851e-01  3.38515114e-01 
 4.26315500e-03  7.59965860e-01  3.38559971e-01 
 4.26415500e-03  7.59960476e-01  3.38608395e-01 
 4.26515500e-03  7.59954698e-01  3.38660390e-01 
 4.26615500e-03  7.59948528e-01  3.38715961e-01 
 4.26715500e-03  7.59941965e-01  3.38775112e-01 
 4.26815500e-03  7.59935009e-01  3.38837848e-01 
 4.26915500e-03  7.59927661e-01  3.38904175e-01 
 4.27015500e-03  7.59919922e-01  3.38974099e-01 
 4.27115500e-03  7.59911790e-01  3.39047626e-01 
 4.27215500e-03  7.59903268e-01  3.39124761e-01 
 4.27315500e-03  7.59894354e-01  3.39205513e-01 
 4.27415500e-03  7.59885050e-01  3.39289888e-01 
 4.27515500e-03  7.59875355e-01  3.39377892e-01 
 4.27615500e-03  7.59865271e-01  3.39469535e-01 
 4.27715500e-03  7.59854797e-01  3.39564877e-01 
 4.27815500e-03  7.59843934e-01  3.39663769e-01 
 4.27915500e-03  7.59832683e-01  3.39766374e-01 
 4.28015500e-03  7.59821043e-01  3.39872653e-01 
 4.28115500e-03  7.59809016e-01  3.39982614e-01 
 4.28215500e-03  7.59796601e-01  3.40096266e-01 
 4.28315500e-03  7.59783800e-01  3.40213620e-01 
 4.28415500e-03  7.59770612e-01  3.40334686e-01 
 4.28515500e-03  7.59757039e-01  3.40459475e-01 
 4.28615500e-03  7.59743080e-01  3.40587998e-01 
 4.28715500e-03  7.59728737e-01  3.40720267e-01 
 4.28815500e-03  7.59714009e-01  3.40856294e-01 
 4.28915500e-03  7.59698899e-01  3.40996091e-01 
 4.29015500e-03  7.59683405e-01  3.41139790e-01 
 4.29115500e-03  7.59667529e-01  3.41287051e-01 
 4.29215500e-03  7.59651271e-01  3.41438232e-01 
 4.29315500e-03  7.59634633e-01  3.41593242e-01 
 4.29415500e-03  7.59617614e-01  3.41752089e-01 
 4.29515500e-03  7.59600215e-01  3.41914788e-01 
 4.29615500e-03  7.59582438e-01  3.42081355e-01 
 4.29715500e-03  7.59564282e-01  3.42251805e-01 
 4.29815500e-03  7.59545748e-01  3.42426154e-01 
 4.29915500e-03  7.59526838e-01  3.42604418e-01 
 4.30015500e-03  7.59507551e-01  3.42786615e-01 
 4.30115500e-03  7.59487889e-01  3.42972762e-01 
 4.30215500e-03  7.59467853e-01  3.43162875e-01 
 4.30315500e-03  7.59447443e-01  3.43356975e-01 
 4.30415500e-03  7.59426660e-01  3.43555078e-01 
 4.30515500e-03  7.59405504e-01  3.43757205e-01 
 4.30615500e-03  7.59383978e-01  3.43963374e-01 
 4.30715500e-03  7.59362081e-01  3.44173861e-01 
 4.30815500e-03  7.59339814e-01  3.44387930e-01 
 4.30915500e-03  7.59317179e-01  3.44606340e-01 
 4.31015500e-03  7.59294175e-01  3.44829173e-01 
 4.31115500e-03  7.59270805e-01  3.45055591e-01 
 4.31215500e-03  7.59247069e-01  3.45286445e-01 
 4.31315500e-03  7.59222968e-01  3.45521505e-01 
 4.31415500e-03  7.59198503e-01  3.45760781e-01 
 4.31515500e-03  7.59173674e-01  3.46004298e-01 
 4.31615500e-03  7.59148484e-01  3.46252435e-01 
 4.31715500e-03  7.59122932e-01  3.46504169e-01 
 4.31815500e-03  7.59097020e-01  3.46760925e-01 
 4.31915500e-03  7.59070749e-01  3.47021299e-01 
 4.32015500e-03  7.59044120e-01  3.47286795e-01 
 4.32115500e-03  7.59017133e-01  3.47556329e-01 
 4.32215500e-03  7.58989791e-01  3.47829845e-01 
 4.32315500e-03  7.58962094e-01  3.48108219e-01 
 4.32415500e-03  7.58934043e-01  3.48391555e-01 
 4.32515500e-03  7.58905640e-01  3.48678974e-01 
