 v-sweep         v(vin)          v(vout)        
 1.44500000e+00  1.44500000e+00  2.39885223e-06 
 1.44600000e+00  1.44600000e+00  2.40201502e-06 
 1.44700000e+00  1.44700000e+00  2.40537160e-06 
 1.44800000e+00  1.44800000e+00  2.40891685e-06 
 1.44900000e+00  1.44900000e+00  2.41264582e-06 
 1.45000000e+00  1.45000000e+00  2.41655373e-06 
 1.45100000e+00  1.45100000e+00  2.42063592e-06 
 1.45200000e+00  1.45200000e+00  2.42488791e-06 
 1.45300000e+00  1.45300000e+00  2.42930536e-06 
 1.45400000e+00  1.45400000e+00  2.43388405e-06 
 1.45500000e+00  1.45500000e+00  2.43861992e-06 
 1.45600000e+00  1.45600000e+00  2.44350902e-06 
 1.45700000e+00  1.45700000e+00  2.44854755e-06 
 1.45800000e+00  1.45800000e+00  2.45373180e-06 
 1.45900000e+00  1.45900000e+00  2.45905822e-06 
 1.46000000e+00  1.46000000e+00  2.46452335e-06 
 1.46100000e+00  1.46100000e+00  2.47012383e-06 
 1.46200000e+00  1.46200000e+00  2.47585644e-06 
 1.46300000e+00  1.46300000e+00  2.48171805e-06 
 1.46400000e+00  1.46400000e+00  2.48770562e-06 
 1.46500000e+00  1.46500000e+00  2.49381622e-06 
 1.46600000e+00  1.46600000e+00  2.50004701e-06 
 1.46700000e+00  1.46700000e+00  2.50639526e-06 
 1.46800000e+00  1.46800000e+00  2.51285830e-06 
 1.46900000e+00  1.46900000e+00  2.51943356e-06 
 1.47000000e+00  1.47000000e+00  2.52611857e-06 
 1.47100000e+00  1.47100000e+00  2.53291090e-06 
 1.47200000e+00  1.47200000e+00  2.53980825e-06 
 1.47300000e+00  1.47300000e+00  2.54680836e-06 
 1.47400000e+00  1.47400000e+00  2.55390905e-06 
 1.47500000e+00  1.47500000e+00  2.56110822e-06 
 1.47600000e+00  1.47600000e+00  2.56840383e-06 
 1.47700000e+00  1.47700000e+00  2.57579391e-06 
 1.47800000e+00  1.47800000e+00  2.58327655e-06 
 1.47900000e+00  1.47900000e+00  2.59084992e-06 
 1.48000000e+00  1.48000000e+00  2.59851223e-06 
 1.48100000e+00  1.48100000e+00  2.60626176e-06 
 1.48200000e+00  1.48200000e+00  2.61409685e-06 
 1.48300000e+00  1.48300000e+00  2.62201588e-06 
 1.48400000e+00  1.48400000e+00  2.63001730e-06 
 1.48500000e+00  1.48500000e+00  2.63809960e-06 
 1.48600000e+00  1.48600000e+00  2.64626133e-06 
 1.48700000e+00  1.48700000e+00  2.65450107e-06 
 1.48800000e+00  1.48800000e+00  2.66281748e-06 
 1.48900000e+00  1.48900000e+00  2.67120923e-06 
 1.49000000e+00  1.49000000e+00  2.67967506e-06 
 1.49100000e+00  1.49100000e+00  2.68821373e-06 
 1.49200000e+00  1.49200000e+00  2.69682407e-06 
 1.49300000e+00  1.49300000e+00  2.70550493e-06 
 1.49400000e+00  1.49400000e+00  2.71425519e-06 
 1.49500000e+00  1.49500000e+00  2.72307380e-06 
 1.49600000e+00  1.49600000e+00  2.73195971e-06 
 1.49700000e+00  1.49700000e+00  2.74091194e-06 
 1.49800000e+00  1.49800000e+00  2.74992951e-06 
 1.49900000e+00  1.49900000e+00  2.75901149e-06 
 1.50000000e+00  1.50000000e+00  2.76815699e-06 
